date,exit_date,hold_days,S0,S1,K,iv0,iv1,C0,C1,ret,cum
2023-06-15,2023-06-16,1,113.19999694824219,109.19999694824219,113.19999694824219,0.619321792840505,0.6,7.858920544369866,5.50229163789934,-0.3008667429153252,0.12742297777713585
2023-06-20,2023-06-21,1,109.4000015258789,107.16000366210938,109.4000015258789,0.6,0.6,7.362660980758349,6.079735871838466,-0.17524747822461106,0.10509242225382213
2023-06-26,2023-06-27,1,105.72000122070312,103.08000183105469,105.72000122070312,0.6,0.6,7.114995585162475,5.646207072864037,-0.20743561822602274,0.08329251067273032
2023-07-03,2023-07-05,1,98.95999908447266,100.27999877929688,98.95999908447266,0.6,0.6,6.660044915472639,7.2698485671233755,0.09056149236081557,0.09083560474173193
2023-07-10,2023-07-11,1,102.63999938964844,101.87999725341797,102.63999938964844,0.6,0.6,6.90771031106852,6.379732454888611,-0.07743312073088937,0.08380192039310205
2023-07-17,2023-07-18,1,95.4800033569336,93.91999816894531,95.4800033569336,0.6,0.6,6.425839902684807,5.500701851731513,-0.14497153756768166,0.07165302714258959
2023-07-24,2023-07-25,1,93.19999694824219,93.16000366210938,93.19999694824219,0.6,0.6,6.272394619439723,6.136462224625795,-0.022671531059707095,0.07002854331220433
2023-07-31,2023-08-01,1,90.4000015258789,91.80000305175781,90.4000015258789,0.6,0.6,6.083953881277033,6.75218900100603,0.10883566489309637,0.07765014638508308
2023-08-07,2023-08-08,1,97.91999816894531,99.63999938964844,97.91999816894531,0.6128421157491772,0.6171282945155634,6.728338585607794,7.612892457726595,0.13046690834062669,0.08778092091614195
2023-08-14,2023-08-15,1,93.68000030517578,99.08000183105469,93.68000030517578,0.6090158790484275,0.6434199910545533,6.397581760031478,9.88422100729327,0.5439933081034412,0.13553315447368056
2023-08-21,2023-08-22,1,100.12000274658203,100.55999755859375,100.12000274658203,0.6413842562548053,0.64116110852836,7.193683446375957,7.2999065287593226,0.013766160225868518,0.13739892559408262
2024-01-30,2024-01-31,1,57.599998474121094,60.52000045776367,57.599998474121094,0.6,0.6,3.876501419945889,5.550626494739269,0.4308649455871345,0.19659930619390778
2024-02-06,2024-02-07,1,56.20000076293945,56.0,56.20000076293945,0.6,0.6,3.7822810508645404,3.606556592664546,-0.047459915547478304,0.18726871972525208
2024-02-12,2024-02-13,1,57.279998779296875,61.31999969482422,57.279998779296875,0.6,0.6,3.8549653209141184,6.2874338417378155,0.6299962135397088,0.30524730406658984
2024-04-03,2024-04-04,1,53.439998626708984,55.97999954223633,53.439998626708984,0.6,0.6,3.5965318758023592,5.0395957894618775,0.4002376265503227,0.42741876055708644
2024-04-08,2024-04-09,1,54.79999923706055,54.400001525878906,54.79999923706055,0.6,0.6,3.688060425052644,3.409171047580841,-0.07661952498861824,0.39467013815197854
2024-06-25,2024-06-26,1,44.0,43.52000045776367,44.0,0.6,0.6,2.9612164409041135,2.655394210484271,-0.10427587885688949,0.35351556263761097
2024-07-01,2024-07-02,1,41.959999084472656,41.47999954223633,41.959999084472656,0.6,0.6,2.823923617028683,2.5209194001731703,-0.10829901298617006,0.31523017612870713
2024-07-08,2024-07-09,1,41.08000183105469,41.20000076293945,41.08000183105469,0.6,0.6,2.764699473056595,2.779232983957293,0.004256814001787124,0.31657205235623764
2024-07-15,2024-07-16,1,41.2400016784668,41.63999938964844,41.2400016784668,0.6,0.6,2.7754675225724768,2.944690884166782,0.059971119358463554,0.33555723269364734
2024-07-22,2024-07-23,1,43.68000030517578,43.31999969482422,43.68000030517578,0.6,0.6,2.939680341872343,2.6960198959343415,-0.08388671474491305,0.3074084388340829
2024-07-29,2024-07-30,1,45.90999984741211,47.369998931884766,45.90999984741211,0.6676258402069147,0.667376039645266,3.431071652340748,4.207052073240707,0.22516269770133457,0.3766253522181207
